BoroCD,AssemDist,the_geom,CounDist,CongDist,StSenDist,BUS_SHLTR_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID
110,70,POINT (-73.95083799999998 40.81044300000008),9,13,30,MN01563,FREDERICK DOUGLASS BLVD,W 125 ST,-73.950838,40.810443,1881,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,38637,19248,0
106,74,POINT (-73.97382299999998 40.74380300000007),2,12,28,MN01564,E 34 ST,1 AV,-73.973823,40.743803,1882,1,Manhattan,EAST 34 STREET,35882,4109,0
106,74,POINT (-73.97388499999994 40.744049000000075),2,12,28,MN01565,E 34 ST,1 AV,-73.973885,40.744049,1883,1,Manhattan,EAST 34 STREET,35882,4109,0
111,68,POINT (-73.92345499999993 40.79251000000005),8,12,29,MN01569,MAIN ROADWAY,Opp Icahn Stadium,-73.923455,40.79251,1884,1,Manhattan,CENTRAL ROAD,245923,135764,97161
102,66,POINT (-74.00886399999996 40.72591300000005),3,10,27,MN01570,SPRING ST,GREENWICH ST,-74.008864,40.725913,1885,1,Manhattan,2000 CB BOUNDARY,105039,0,63329
109,69,POINT (-73.96136599999994 40.80201900000003),7,10,30,MN01571,W 110 ST,MORNINSIDE DR,-73.961366,40.802019,1886,1,Manhattan,CATHEDRAL PARKWAY,38332,23240,0
103,65,POINT (-73.98638899999997 40.71573200000006),1,12,26,MN01573,GRAND ST,CLINTON ST,-73.986389,40.715732,1887,1,Manhattan,GRAND STREET,32851,1685,0
111,68,POINT (-73.94510499999996 40.787229000000025),8,13,29,MN01575,2 AV,E 100 ST,-73.945105,40.787229,1888,1,Manhattan,2 AVENUE,9007025,2178,9002362
106,74,POINT (-73.98203499999994 40.731866000000025),4,12,27,MN01576,1 AV,E 15 ST,-73.982035,40.731866,1889,1,Manhattan,1 AVENUE,164496,0,20983
107,69,POINT (-73.96318299999996 40.79395900000003),7,10,30,MN01577,CENTRAL PARK WEST,W 100 ST,-73.963183,40.793959,1890,1,Manhattan,CENTRAL PARK WEST,9009550,3775,0
109,70,POINT (-73.95116499999995 40.82055900000006),7,13,31,MN01578,AMSTERDAM AV,W 138 ST,-73.951165,40.820559,1891,1,Manhattan,AMSTERDAM AVENUE,38674,3853,0
112,72,POINT (-73.94284799999997 40.840486000000055),10,13,31,MN01579,FT WASHINGTON AV,W 165 ST,-73.942848,40.840486,1892,1,Manhattan,FT WASHINGTON AVENUE,70705,28159,0
106,73,POINT (-73.97315099999997 40.75233000000003),4,12,28,MN0158,3 AV,E 45 ST,-73.973151,40.75233,1893,1,Manhattan,3 AVENUE,35956,3636,0
106,75,POINT (-73.98313599999994 40.73908000000006),2,12,28,MN01580,3 AV,E 23 ST,-73.983136,40.73908,1894,1,Manhattan,3 AVENUE,33172,3728,0
103,65,POINT (-73.98459999999994 40.71520000000004),1,12,26,MN01581,GRAND ST,PITT ST,-73.9846,40.7152,1895,1,Manhattan,GRAND STREET,24548,1686,0
103,66,POINT (-73.98911699999996 40.72322900000006),2,12,26,MN01582,E HOUSTON ST,@ 1ST AVE,-73.989117,40.723229,1896,1,Manhattan,EAST HOUSTON STREET,191457,3331,0
103,65,POINT (-73.99204999999995 40.71641400000004),1,7,26,MN01583,ALLEN ST,HESTER ST,-73.99205,40.716414,1897,1,Manhattan,ALLEN STREET,9007793,67433,20660
109,70,POINT (-73.95983899999999 40.817090000000064),7,13,31,MN01584,ST CLAIR PL,W 125 ST,-73.959839,40.81709,1898,1,Manhattan,ST CLAIR PLACE,38386,82491,0
111,68,POINT (-73.94242899999995 40.79086900000004),8,13,29,MN01585,2 AV,E 106 ST,-73.942429,40.790869,1899,1,Manhattan,2 AVENUE,9009545,2184,0
111,68,POINT (-73.93881799999997 40.79585800000007),8,13,30,MN01586,2 AV,E 115 ST,-73.938818,40.795858,1900,1,Manhattan,PEDESTRIAN PATH,126304,106091,9002922
111,68,POINT (-73.93959899999999 40.79001900000003),8,13,30,MN01587,1 AV,E 106 ST,-73.939599,40.790019,1901,1,Manhattan,1 AVENUE,68358,2717,0
106,74,POINT (-73.97760199999993 40.73795800000005),4,12,27,MN01588,1 AV,E 25 ST,-73.977602,40.737958,1902,1,Manhattan,1 AVENUE,34645,2599,21820
103,66,POINT (-73.98543199999995 40.73186400000003),2,12,27,MN01589,2 AV,E 13 ST,-73.985432,40.731864,1903,1,Manhattan,2 AVENUE,33118,2231,20905
106,73,POINT (-73.97176999999994 40.75421300000005),4,12,28,MN0159,3 AV,E 47 ST,-73.97177,40.754213,1904,1,Manhattan,3 AVENUE,35963,3639,0
106,74,POINT (-73.96900699999998 40.749738000000036),4,12,28,MN01590,1 AV,E 43 ST,-73.969007,40.749738,1905,1,Manhattan,1 AVENUE,146131,2620,0
103,74,POINT (-73.98765499999996 40.72414500000008),2,12,26,MN01591,1 AV,E 2 ST,-73.987655,40.724145,1906,1,Manhattan,1 AVENUE,32897,2594,0
103,65,POINT (-73.99119299999995 40.717164000000025),1,7,26,MN01592,ALLEN ST,GRAND ST,-73.991193,40.717164,1907,1,Manhattan,ALLEN STREET,9007801,67448,20665
106,74,POINT (-73.98205799999994 40.731836000000044),4,12,27,MN01594,1 AV,E 15 ST,-73.982058,40.731836,1908,1,Manhattan,1 AVENUE,164496,0,20983
109,71,POINT (-73.95172999999994 40.826846000000046),7,13,31,MN01595,W 145 ST,RIVERSIDE DR,-73.95173,40.826846,1909,1,Manhattan,WEST 145 STREET,166597,67060,0
106,73,POINT (-73.96895899999998 40.754511000000036),4,12,28,MN01596,2 AV,E 50 ST,-73.968959,40.754511,1910,1,Manhattan,2 AVENUE,36126,2127,0
108,76,POINT (-73.96059199999996 40.76596100000006),4,12,28,MN01597,2 AV,E 68 ST,-73.960592,40.765961,1911,1,Manhattan,2 AVENUE,36560,2146,0
106,73,POINT (-73.96239999999995 40.758800000000065),5,12,28,MN01598,1 AV,E 58 ST,-73.9624,40.7588,1912,1,Manhattan,1 AVENUE,36364,2663,22812
108,73,POINT (-73.96172999999999 40.77604800000006),4,12,28,MN01599,E 79 ST,MADISON AV,-73.96173,40.776048,1913,1,Manhattan,EAST 79 STREET,166015,21792,0
106,73,POINT (-73.97152499999999 40.75538800000004),4,12,28,MN0160,E 49 ST,3 AV,-73.971525,40.755388,1914,1,Manhattan,EAST 49 STREET,35976,78671,0
110,70,POINT (-73.94226799999996 40.82257800000008),9,13,30,MN01600,FREDERICK DOUGLASS BLVD,W 145 ST,-73.942268,40.822578,1915,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,69139,19267,0
110,71,POINT (-73.93803999999994 40.82836000000003),9,13,30,MN01601,FREDERICK DOUGLASS BLVD,W 154 ST,-73.93804,40.82836,1916,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,70841,19278,0
110,71,POINT (-73.93986399999994 40.82586500000008),9,13,30,MN01603,FREDERICK DOUGLASS BLVD,W 150 ST,-73.939864,40.825865,1917,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,70626,19274,43314
110,71,POINT (-73.93796899999995 40.82805600000006),9,13,30,MN01604,FREDERICK DOUGLASS BLVD,W 153 ST,-73.937969,40.828056,1918,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,70841,19278,0
110,70,POINT (-73.95362999999998 40.801390000000026),9,13,30,MN01605,ADAM CLAYTON POWELL BLVD,W 113 ST,-73.95363,40.80139,1919,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,293989,172040,9045137
110,70,POINT (-73.94861799999995 40.80375300000003),9,13,30,MN01607,MALCOLM X BLVD,W 119 ST,-73.948618,40.803753,1920,1,Manhattan,LENOX AVENUE,159120,19388,0
110,70,POINT (-73.95096699999993 40.805679000000055),9,13,30,MN01610,ADAM CLAYTON POWELL BLVD,W 120 ST,-73.950967,40.805679,1921,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,159230,19175,0
107,69,POINT (-73.97121099999998 40.79513300000008),7,10,31,MN01611,BROADWAY,W 97 ST,-73.971211,40.795133,1922,1,Manhattan,BROADWAY,159239,2990,77988
110,70,POINT (-73.95473599999997 40.800531000000035),9,13,30,MN01612,ADAM CLAYTON POWELL BLVD,W 112 ST,-73.954736,40.800531,1923,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,158781,19184,0
109,70,POINT (-73.95716499999997 40.82110400000005),7,13,31,MN01614,W 135 ST,RIVERSIDE DR,-73.957165,40.821104,1924,1,Manhattan,WEST 135 STREET,294471,19597,91597
103,65,POINT (-73.99793099999994 40.71187800000007),1,7,26,MN01615,MADISON ST,OLIVER ST,-73.997931,40.711878,1925,1,Manhattan,MADISON STREET,9006437,16585,9000608
101,65,POINT (-74.00373699999994 40.70793800000007),1,10,26,MN01617,PEARL ST,BEEKMAN ST,-74.003737,40.707938,1926,1,Manhattan,2000 CB BOUNDARY,295492,0,0
112,72,POINT (-73.91591799999998 40.86968100000007),10,13,31,MN01618,BROADWAY,W 215 ST,-73.915918,40.869681,1927,1,Manhattan,BROADWAY,72913,3064,44650
107,69,POINT (-73.96118399999995 40.79889900000006),7,13,30,MN01619,MANHATTAN AV,W 106 ST,-73.961184,40.798899,1928,1,Manhattan,MANHATTAN AVENUE,294405,172204,9045301
103,65,POINT (-73.97965299999998 40.71434000000005),1,7,26,MN01621,LEWIS ST,GRAND ST,-73.979653,40.71434,1929,1,Manhattan,LEWIS STREET,24752,66022,0
106,74,POINT (-73.98543899999999 40.73543100000006),2,12,28,MN01622,3 AV,E 17 ST,-73.985439,40.735431,1930,1,Manhattan,3 AVENUE,33142,3734,0
107,67,POINT (-73.98511299999996 40.77873400000004),6,10,27,MN01623,WEST END AV,W 70 ST,-73.985113,40.778734,1931,1,Manhattan,WEST END AVENUE,34395,2795,0
110,71,POINT (-73.93606399999999 40.82096100000007),9,13,30,MN01624,MALCOLM X BLVD,W 146 ST,-73.936064,40.820961,1932,1,Manhattan,ESPLANADE GDNS PLAZA,69261,19361,0
103,65,POINT (-73.98823299999998 40.72346100000004),2,12,26,MN01625,1 AV,E 1 ST,-73.988233,40.723461,1933,1,Manhattan,1 AVENUE,32886,2595,0
110,70,POINT (-73.94489799999997 40.80303100000003),9,13,30,MN01626,5 AV,W 120 ST,-73.944898,40.803031,1934,1,Manhattan,2010 CB BOUNDARY,227523,0,9029282
107,69,POINT (-73.97169699999995 40.795127000000036),6,10,31,MN01627,BROADWAY,W 97 ST,-73.971697,40.795127,1935,1,Manhattan,BROADWAY,159237,3086,0
109,69,POINT (-73.96247999999997 40.81025000000005),7,10,30,MN01628,BROADWAY,W 120 ST,-73.96248,40.81025,1936,1,Manhattan,BROADWAY,144989,2872,0
111,68,POINT (-73.93487899999997 40.79651300000006),8,13,29,MN01630,1 AV,E 117 ST,-73.934879,40.796513,1937,1,Manhattan,1 AVENUE,68531,2726,42120
104,75,POINT (-74.00385799999998 40.74323400000003),3,10,27,MN01633,9 AV,W 18 St,-74.003858,40.743234,1938,1,Manhattan,9 AVENUE,9001745,1437,9000434
106,75,POINT (-73.98185399999994 40.74737300000004),2,12,28,MN01634,E 34 St,Park Av,-73.981854,40.747373,1939,1,Manhattan,EAST 34 STREET,164780,4120,0
105,75,POINT (-73.99307799999997 40.75192400000003),3,10,31,MN01636,W 34 St,8 Av,-73.993078,40.751924,1940,1,Manhattan,WEST 34 STREET,9017022,155903,0
105,75,POINT (-73.98746399999999 40.74957900000004),4,12,27,MN01638,W 34 St,6 Av,-73.987464,40.749579,1941,1,Manhattan,WEST 34 STREET,297754,174142,0
107,67,POINT (-73.97694199999995 40.78838600000006),6,10,31,MN0164,W 86 ST,BROADWAY,-73.976942,40.788386,1942,1,Manhattan,WEST 86 STREET,294291,172159,0
106,74,POINT (-73.97757899999993 40.73798500000004),4,12,27,MN01641,1 AV,E 25 ST,-73.977579,40.737985,1943,1,Manhattan,1 AVENUE,34645,2599,21820
111,68,POINT (-73.93437999999998 40.80322000000007),8,13,30,MN01643,E 125 ST,2 AV,-73.93438,40.80322,1944,1,Manhattan,EAST 125 STREET,69288,26778,0
111,68,POINT (-73.93690999999995 40.804050000000075),8,13,30,MN01646,E 125 ST,LEXINGTON AV,-73.93691,40.80405,1945,1,Manhattan,2 AVENUE LINE,304926,0,0
111,68,POINT (-73.94385899999997 40.78421800000007),8,13,29,MN01647,1 Av,E 97 St,-73.943859,40.784218,1946,1,Manhattan,1 AVENUE,38035,2709,0
106,74,POINT (-73.97298999999998 40.744264000000044),4,12,27,MN01648,1 AV,E 35 ST,-73.97299,40.744264,1947,1,Manhattan,1 AVENUE,35888,2607,22548
106,74,POINT (-73.98212599999994 40.73173600000007),4,12,27,MN01649,1 Av,E 15 St,-73.982126,40.731736,1948,1,Manhattan,1 AVENUE,164496,0,0
106,73,POINT (-73.96716999999995 40.75997200000006),4,12,28,MN0165,E 57 ST,3 AV,-73.96717,40.759972,1949,1,Manhattan,EAST 57 STREET,165544,82180,0
106,74,POINT (-73.98214399999995 40.73170900000008),4,12,27,MN01650,1 Av,E 15 St,-73.982144,40.731709,1950,1,Manhattan,1 AVENUE,164496,0,0
106,74,POINT (-73.97580699999997 40.74048200000004),4,12,27,MN01651,1 Av,E 29 St,-73.975807,40.740482,1951,1,Manhattan,1 AVENUE,271371,155947,21832
108,76,POINT (-73.95216399999998 40.77283300000005),5,12,28,MN01652,1 Av,E 79 St,-73.952164,40.772833,1952,1,Manhattan,1 AVENUE,37735,2691,23635
108,76,POINT (-73.94887299999994 40.77741200000003),5,12,28,MN01653,1 Av,E 87 St,-73.948873,40.777412,1953,1,Manhattan,1 AVENUE,37870,2698,23708
111,68,POINT (-73.93858299999994 40.79610700000006),8,13,30,MN01655,2 Av,E 115 St,-73.938583,40.796107,1954,1,Manhattan,2 AVENUE,9006098,2190,0
106,73,POINT (-73.96782999999994 40.76049100000006),4,12,28,MN0166,E 57 ST,3 AV,-73.96783,40.760491,1955,1,Manhattan,EAST 57 STREET,165470,82178,0
111,68,POINT (-73.93695999999994 40.804080000000056),8,13,30,MN01663,E 125 St,LEXINGTON AV,-73.93696,40.80408,1956,1,Manhattan,EAST 125 STREET,69196,26779,0
111,68,POINT (-73.94027699999998 40.80546900000007),9,13,30,MN01664,E 125 St,Madison Av,-73.940277,40.805469,1957,1,Manhattan,EAST 125 STREET,173013,26783,0
110,70,POINT (-73.94513399999994 40.80751600000008),9,13,30,MN01665,W 125 St,Malcolm X Blvd,-73.945134,40.807516,1958,1,Manhattan,WEST 125 STREET,9017012,19419,0
110,70,POINT (-73.95009999999996 40.806880000000035),9,13,30,MN01667,ADAM CLAYTON POWELL BLVD,W 122 St,-73.9501,40.80688,1959,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,159090,19173,0
108,68,POINT (-73.94757299999998 40.78381500000006),5,12,29,MN01668,2 Av,E 95 St,-73.947573,40.783815,1960,1,Manhattan,2 AVENUE,37895,2174,0
110,70,POINT (-73.95231699999994 40.81053700000007),9,13,30,MN01671,W 125 St,St Nicholas Av,-73.952317,40.810537,1961,1,Manhattan,WEST 125 STREET,38636,19402,0
106,73,POINT (-73.96762999999999 40.76008800000005),4,12,28,MN01674,3 Av,E 57 St,-73.96763,40.760088,1962,1,Manhattan,3 AVENUE,134999,3655,102617
107,67,POINT (-73.98792599999996 40.774857000000054),6,10,31,MN01675,West End Av,W 64 St,-73.987926,40.774857,1963,1,Manhattan,WEST END AVENUE,34343,2798,0
108,76,POINT (-73.96350999999999 40.76553000000007),4,12,28,MN0168,3 AV,E 65 ST,-73.96351,40.76553,1964,1,Manhattan,3 AVENUE,36419,3661,0
108,76,POINT (-73.94888799999995 40.77738100000005),5,12,28,MN01681,1 Av,E 87 St,-73.948888,40.777381,1965,1,Manhattan,1 AVENUE,37870,2698,23708
105,75,POINT (-73.98181399999999 40.75241500000004),4,12,27,MN01685,5 Av,W 40 St,-73.981814,40.752415,1966,1,Manhattan,5 AVENUE,34174,1941,21515
105,75,POINT (-73.98125299999998 40.75318500000003),4,12,27,MN01689,5 Av,W 42 St,-73.981253,40.753185,1967,1,Manhattan,5 AVENUE,264293,149923,0
108,76,POINT (-73.96172099999995 40.76803800000005),4,12,28,MN0170,3 AV,E 69 ST,-73.961721,40.768038,1968,1,Manhattan,3 AVENUE,36438,3665,0
106,74,POINT (-73.97582599999998 40.74045300000006),4,12,27,MN01701,1 Av,E 29 St,-73.975826,40.740453,1969,1,Manhattan,1 AVENUE,271371,155947,21832
111,68,POINT (-73.92923199999996 40.78544500000004),8,12,29,MN01702,Hell Gate Circle,RFK Bridge Exit Ramp,-73.929232,40.785445,1970,1,Manhattan,HELL GATE CIRCLE,246771,136524,9033233
111,68,POINT (-73.92556699999994 40.789941000000056),8,12,29,MN01703,Hell Gate Circle,Central Rd,-73.925567,40.789941,1971,1,Manhattan,HELL GATE CIRCLE,247998,137625,0
103,65,POINT (-73.98778599999997 40.71639200000004),1,12,26,MN01704,Grand St,Suffolk St,-73.987786,40.716392,1972,1,Manhattan,GRAND STREET,32841,1683,0
108,76,POINT (-73.95177999999999 40.77810100000005),5,12,28,MN01711,2 Av,E 86 St,-73.95178,40.778101,1973,1,Manhattan,2 AVENUE,37757,2165,0
110,70,POINT (-73.94679299999996 40.80069000000003),9,13,30,MN01714,W 116 St,5 Av,-73.946793,40.80069,1974,1,Manhattan,WEST 116 STREET,127657,91085,0
111,68,POINT (-73.94191999999998 40.80616200000003),9,13,30,MN01715,E 125 St,5 Av,-73.94192,40.806162,1975,1,Manhattan,EAST 125 STREET,69084,26784,0
111,68,POINT (-73.94457899999998 40.79976000000005),8,13,30,MN01716,E 116 St,Madison Av,-73.944579,40.79976,1976,1,Manhattan,EAST 116 STREET,166520,26889,0
111,68,POINT (-73.94040199999995 40.79822600000006),8,13,29,MN01717,E 116 St,3 Av,-73.940402,40.798226,1977,1,Manhattan,EAST 116 STREET,69044,26885,0
109,71,POINT (-73.94758499999995 40.83069300000005),7,13,31,MN01719,Broadway,W 152 St,-73.947585,40.830693,1978,1,Manhattan,BROADWAY,159045,2901,0
108,76,POINT (-73.95797499999998 40.77312100000006),4,12,28,MN0172,3 AV,E 77 ST,-73.957975,40.773121,1979,1,Manhattan,3 AVENUE,37535,3673,0
112,72,POINT (-73.93302799999998 40.85626200000007),10,13,31,MN01721,Broadway,W 190 St,-73.933028,40.856262,1980,1,Manhattan,BROADWAY,72432,3037,0
109,71,POINT (-73.94734299999999 40.82522300000005),7,13,30,MN01722,W 145 St,Amsterdam Av,-73.947343,40.825223,1981,1,Manhattan,WEST 145 STREET,38907,67050,0
109,71,POINT (-73.94986199999994 40.826054000000056),7,13,31,MN01723,W 145 St,Broadway,-73.949862,40.826054,1982,1,Manhattan,WEST 145 STREET,166516,67049,0
110,71,POINT (-73.94034399999998 40.824797000000046),9,13,30,MN01724,Frederick Douglass Blvd,W 148 St,-73.940344,40.824797,1983,1,Manhattan,WEST 148 STREET,173153,83062,42474
110,71,POINT (-73.93936399999996 40.826152000000036),9,13,30,MN01725,Frederick Douglass Blvd,Macombs Pl,-73.939364,40.826152,1984,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,70629,19275,0
112,72,POINT (-73.93429199999997 40.84326600000003),10,13,31,MN01726,Amsterdam av,W 173 St,-73.934292,40.843266,1985,1,Manhattan,AMSTERDAM AVENUE,71080,3892,0
112,72,POINT (-73.93282599999998 40.84526900000003),10,13,31,MN01727,Amsterdam Av,W 176 St,-73.932826,40.845269,1986,1,Manhattan,AMSTERDAM AVENUE,9000012,3895,0
108,73,POINT (-73.95676999999995 40.773964000000035),4,12,28,MN0174,E 79 ST,3 AV,-73.95677,40.773964,1987,1,Manhattan,EAST 79 STREET,37629,21786,0
106,74,POINT (-73.98006999999996 40.73039200000005),4,12,27,MN01743,E 14TH ST,@ AVE A,-73.98007,40.730392,1988,1,Manhattan,EAST 14 STREET,9009244,77340,0
108,73,POINT (-73.95761699999997 40.774531000000025),5,12,28,MN0175,E 79 ST,3 AV,-73.957617,40.774531,1989,1,Manhattan,EAST 79 STREET,37546,21784,0
108,76,POINT (-73.95556799999997 40.77642300000008),5,12,28,MN0176,3 AV,E 82 ST,-73.955568,40.776423,1990,1,Manhattan,3 AVENUE,37646,3678,0
108,73,POINT (-73.95134899999994 40.78220300000004),5,12,28,MN0179,3 AV,E 91 ST,-73.951349,40.782203,1991,1,Manhattan,3 AVENUE,37779,3687,0
108,73,POINT (-73.96245199999998 40.77063500000003),4,12,28,MN0182,E 72 ST,LEXINGTON AV,-73.962452,40.770635,1992,1,Manhattan,EAST 72 STREET,165996,23271,0
108,73,POINT (-73.96243899999996 40.770413000000076),4,12,28,MN0183,E 72 ST,LEXINGTON AV,-73.962439,40.770413,1993,1,Manhattan,EAST 72 STREET,165996,23271,0
106,73,POINT (-73.96884799999998 40.76069600000005),4,12,28,MN0184,E 57 ST,LEXINGTON AV,-73.968848,40.760696,1994,1,Manhattan,EAST 57 STREET,165470,82178,0
106,73,POINT (-73.97565099999997 40.75116200000008),4,12,27,MN0185,E 42 ST,LEXINGTON & 3 AV,-73.975651,40.751162,1995,1,Manhattan,EAST 42 STREET,35799,73423,0
106,73,POINT (-73.97580699999997 40.75144900000004),4,12,27,MN0186,E 42 ST,LEXINGTON AV,-73.975807,40.751449,1996,1,Manhattan,EAST 42 STREET,35799,73423,0
105,74,POINT (-73.98495899999995 40.739708000000064),2,12,28,MN0188,E 23 ST,LEXINGTON AV,-73.984959,40.739708,1997,1,Manhattan,EAST 23 STREET,164455,4327,0
106,74,POINT (-73.98432999999994 40.739220000000046),2,12,28,MN0189,23 ST BETWEEN LEXINGTON AV & 3RD AV,BETWEEN LEXINGTON AV & 3RD AV,-73.98433,40.73922,1998,1,Manhattan,EAST 23 STREET,33167,4326,0
105,75,POINT (-73.98765499999996 40.74084300000004),2,12,28,MN0192,E 23 ST,MADISON AV,-73.987655,40.740843,1999,1,Manhattan,EAST 23 STREET,164405,4337,0
106,73,POINT (-73.97398899999996 40.74761300000006),4,12,27,MN0194,2 AV,E 39 ST,-73.973989,40.747613,2000,1,Manhattan,2 AVENUE,35916,2116,0
106,73,POINT (-73.98040299999997 40.75110600000005),4,12,28,MN0195,MADISON AV,E 39 ST,-73.980403,40.751106,2001,1,Manhattan,MADISON AVENUE,34164,3571,0
108,73,POINT (-73.96522499999998 40.77179600000005),4,12,28,MN0198,E 72 ST,MADISON AV,-73.965225,40.771796,2002,1,Manhattan,EAST 72 STREET,165985,23269,23436
106,74,POINT (-73.97603099999998 40.72869200000008),4,12,27,MN0201,E 14 ST,AV C,-73.976031,40.728692,2003,1,Manhattan,EAST 14 STREET,284306,77342,78910
106,75,POINT (-73.98181599999998 40.747359000000074),2,12,28,MN0203,E 34 ST,PARK AV,-73.981816,40.747359,2004,1,Manhattan,EAST 34 STREET,164780,4120,0
105,75,POINT (-73.98676699999999 40.740463000000034),2,12,28,MN0204,E 23 ST,PARK AV SOUTH,-73.986767,40.740463,2005,1,Manhattan,EAST 23 STREET,164405,4337,0
105,74,POINT (-73.98599299999995 40.73991500000005),2,12,28,MN0205,E 23 ST,PARK AV SOUTH,-73.985993,40.739915,2006,1,Manhattan,EAST 23 STREET,164455,4327,0
105,75,POINT (-73.99002499999995 40.746493000000044),3,12,28,MN0215,6 AV,W 29 ST,-73.990025,40.746493,2007,1,Manhattan,AVENUE OF THE AMERICAS,33806,1004,21380
105,75,POINT (-73.98736599999995 40.75014700000003),4,12,27,MN0217,6 AV,W 34 ST,-73.987366,40.750147,2008,1,Manhattan,AVENUE OF THE AMERICAS,33919,1011,0
105,75,POINT (-73.98314199999999 40.75595400000003),4,12,27,MN0220,6 AV,W 44 ST,-73.983142,40.755954,2009,1,Manhattan,AVENUE OF THE AMERICAS,34064,1020,21462
105,75,POINT (-73.98240999999996 40.75693700000005),4,12,27,MN0221,6 AV,W 45 ST,-73.98241,40.756937,2010,1,Manhattan,AVENUE OF THE AMERICAS,34188,1022,0
105,75,POINT (-73.97876199999996 40.76196600000003),4,12,28,MN0222,6 AV,W 53 ST,-73.978762,40.761966,2011,1,Manhattan,AVENUE OF THE AMERICAS,35851,1030,0
105,75,POINT (-73.97742599999998 40.76379900000006),4,12,28,MN0224,6 AV,W 56 ST,-73.977426,40.763799,2012,1,Manhattan,AVENUE OF THE AMERICAS,35864,1033,0
105,75,POINT (-73.97980999999999 40.76603000000006),4,12,28,MN0225,7TH AV BETWEEN W 58 ST & W 57 ST,BETWEEN W 58 ST & W 57 ST,-73.97981,40.76603,2013,1,Manhattan,7 AVENUE,34246,1375,0
105,67,POINT (-73.98145999999997 40.763779000000056),4,12,27,MN0226,7 AV,W 54 ST,-73.98146,40.763779,2014,1,Manhattan,7 AVENUE,34227,1372,21539
105,75,POINT (-73.98862999999994 40.753971000000035),3,10,31,MN0228,7 AV,W 39 ST,-73.98863,40.753971,2015,1,Manhattan,7 AVENUE,33931,1356,0
105,75,POINT (-73.99228599999998 40.74891400000007),3,12,27,MN0229,7 AV,W 31 ST,-73.992286,40.748914,2016,1,Manhattan,7 AVENUE,33804,1348,0
105,75,POINT (-73.99311799999998 40.75194300000004),3,10,31,MN0230,W 34 ST,8 AV,-73.993118,40.751943,2017,1,Manhattan,WEST 34 STREET,9017022,155903,0
104,75,POINT (-73.99014599999998 40.75749700000006),3,10,27,MN0231,W 42 ST,8 AV,-73.990146,40.757497,2018,1,Manhattan,WEST 42 STREET,33952,1731,0
107,67,POINT (-73.97895199999994 40.782069000000035),6,10,29,MN0233,AMSTERDAM AV,W 77 ST,-73.978952,40.782069,2019,1,Manhattan,AMSTERDAM AVENUE,34536,3923,0
107,67,POINT (-73.97201899999999 40.78205200000008),6,10,29,MN0234,W 81 ST,CENTRAL PARK WEST,-73.972019,40.782052,2020,1,Manhattan,WEST 81 STREET,37302,72642,0
107,69,POINT (-73.96963199999993 40.78530400000005),6,10,29,MN0235,W 86 ST,CENTRAL PARK WEST,-73.969632,40.785304,2021,1,Manhattan,WEST 86 STREET,294259,172149,0
107,69,POINT (-73.96977699999997 40.78560500000003),6,10,29,MN0236,W 86 ST,CENTRAL PARK WEST,-73.969777,40.785605,2022,1,Manhattan,WEST 86 STREET,294259,172149,0
107,69,POINT (-73.96500099999997 40.79166300000003),6,10,30,MN0237,W 96 ST,CENTRAL PARK WEST,-73.965001,40.791663,2023,1,Manhattan,WEST 96 STREET,218732,116954,0
107,69,POINT (-73.96482799999995 40.79676000000006),7,13,30,MN0239,COLUMBUS AV,W 102 ST,-73.964828,40.79676,2024,1,Manhattan,PEDESTRIAN PATH,219299,117306,9001707
107,69,POINT (-73.97244399999994 40.78648800000008),6,10,29,MN0240,W 86 ST,COLUMBUS AV,-73.972444,40.786488,2025,1,Manhattan,WEST 86 STREET,302031,176465,0
107,67,POINT (-73.97626999999994 40.78108400000008),6,10,29,MN0242,COLUMBUS AV,W 78 ST,-73.97627,40.781084,2026,1,Manhattan,COLUMBUS AVENUE,37095,2276,0
107,67,POINT (-73.98043299999995 40.775364000000025),6,10,27,MN0244,COLUMBUS AV,W 69 ST,-73.980433,40.775364,2027,1,Manhattan,COLUMBUS AVENUE,34484,2285,0
107,67,POINT (-73.98431199999999 40.77007800000007),3,10,27,MN0247,COLUMBUS AV,W 61 ST,-73.984312,40.770078,2028,1,Manhattan,COLUMBUS AVENUE,34122,2293,0
104,67,POINT (-73.98598999999996 40.76773000000003),3,10,27,MN0249,9TH AV BETWEEN W 57 ST & W 56 ST,BETWEEN W 57 ST & W 56 ST,-73.98599,40.76773,2029,1,Manhattan,9 AVENUE,34109,1430,0
104,67,POINT (-73.98694299999994 40.76647400000007),3,10,27,MN0250,9 AV,W 55 ST,-73.986943,40.766474,2030,1,Manhattan,9 AVENUE,33986,1428,0
